X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
Guido Pizarro,77,CDM,Non-Rare,700,3,3,M \ H,52,63,71,71,76,81,"185cm | 6'1""
                                                                              High & Average+  (74kg)",21,414,2015
Joël Veltman,77,CB,Non-Rare,700,2,4,M \ M,65,49,66,69,79,76,"184cm | 6'0""
                                                                              Average  (75kg)",27,404,1888
Andreas Samaris,77,CDM,Non-Rare,850,2,3,M \ H,55,66,70,70,78,82,"189cm | 6'2""
                                                                              High & Average  (83kg)",12,421,2032
Jonas Hector,77,CDM,Non-Rare,2K,3,4,M \ M,69,60,74,75,77,74,"185cm | 6'1""
                                                                              High & Average  (75kg)",58,429,2035
Clinton Mukoni Mata Pedro Lourenço,77,CB,Rare,1.2K,3,3,H \ H,82,61,70,77,77,81,"180cm | 5'11""
                                                                              Average  (73kg)",655,448,2118
Thomas Foket,77,RB,Non-Rare,650,3,3,M \ H,75,57,70,72,73,76,"177cm | 5'10""
                                                                              Average  (74kg)",64,423,2018
Óliver Torres Muñoz,77,CM,Non-Rare,850,3,4,H \ M,65,67,78,82,63,55,"175cm | 5'9""
                                                                              Average  (70kg)",5,410,2008
Adrien Thomasson,77,CAM,Non-Rare,600,4,4,M \ M,69,72,76,78,65,68,"177cm | 5'10""
                                                                              Lean  (72kg)",14,428,2067
Bruno da Silva Peres,77,RB,Rare,1.1K,3,2,H \ L,88,64,69,76,70,71,"178cm | 5'10""
                                                                              Lean  (72kg)",400,438,2076
Jonas Hofmann,77,CAM,Non-Rare,750,3,4,M \ M,73,69,76,77,49,63,"176cm | 5'9""
                                                                              Lean  (70kg)",31,407,1956
Callum McGregor,77,CDM,Rare,1K,4,4,H \ H,80,69,74,78,71,76,"174cm | 5'9""
                                                                              Average  (74kg)",74,448,2087
Neal Maupay,77,ST,Non-Rare,700,3,4,M \ M,77,77,67,73,41,71,"171cm | 5'7""
                                                                              Average  (69kg)",-68,406,1943
Nicolae Stanciu,77,CAM,Non-Rare,600,4,4,H \ H,73,72,79,78,52,67,"170cm | 5'7""
                                                                              Short & Lean-  (63kg)",31,421,2060
Alexander Djiku,77,CB,Non-Rare,700,2,3,M \ H,69,41,67,71,77,80,"182cm | 6'0""
                                                                              Average  (74kg)",24,405,1901
Arthur Masuaku,77,LB,Non-Rare,650,4,2,H \ M,84,63,72,79,70,70,"179cm | 5'10""
                                                                              Average  (70kg)",73,438,2047
Rodrigo Javier De Paul,77,CM,Rare,2.2K,4,3,H \ L,75,76,78,82,53,64,"178cm | 5'10""
                                                                              Average  (70kg)",78,428,2038
Mario Lemina,77,CM,Non-Rare,650,3,3,M \ M,72,68,76,78,72,72,"184cm | 6'0""
                                                                              Average  (85kg)",52,438,2074
Wylan Cyprien,77,CM,Rare,7.1K,4,3,M \ M,72,77,77,78,74,77,"181cm | 5'11""
                                                                              Average  (78kg)",98,455,2195
Diego Laxalt,77,LM,Non-Rare,9.7K,4,3,H \ H,87,63,73,77,65,68,"178cm | 5'10""
                                                                              Lean  (71kg)",28,433,2010
Puertas,77,RM,Non-Rare,700,3,3,H \ H,78,76,72,75,44,74,"183cm | 6'0""
                                                                              Average  (77kg)",11,419,1950
Alex Iwobi,77,LM,Non-Rare,650,4,3,H \ M,78,66,73,79,28,69,"185cm | 6'1""
                                                                              High & Average  (75kg)",23,393,1803
Thiago Mendes,77,CM,Non-Rare,1K,3,3,M \ H,72,67,75,77,74,75,"177cm | 5'10""
                                                                              Average  (80kg)",46,440,2112
Jefferson Lerma,77,CDM,Non-Rare,800,3,4,M \ H,71,64,71,73,74,79,"179cm | 5'10""
                                                                              Average  (70kg)",16,432,2065
Lucas Alario,77,ST,Non-Rare,700,3,3,H \ M,63,77,58,74,29,74,"184cm | 6'0""
                                                                              Average  (78kg)",16,375,1821
Rúben Vezo,77,CB,Rare,1.2K,2,2,M \ M,76,54,63,64,79,76,"183cm | 6'0""
                                                                              Average  (80kg)",85,412,1920
Bruno Petković,77,ST,Non-Rare,750,4,4,H \ M,77,74,77,79,37,80,"193cm | 6'4""
                                                                              High & Average  (88kg)",23,424,1994
Nikola Maksimovic,77,CB,Non-Rare,700,2,3,M \ H,59,28,47,55,80,77,"193cm | 6'4""
                                                                              High & Average+  (87kg)",17,346,1580
Aleksandar Mitrovic,77,ST,Non-Rare,650,3,4,M \ M,65,77,55,70,27,86,"189cm | 6'2""
                                                                              High & Stocky  (90kg)",24,380,1811
Kenny Tete,77,RB,Non-Rare,0,2,2,M \ H,74,47,65,66,77,76,"180cm | 5'11""
                                                                              Average  (71kg)",3,405,1887
Daley Sinkgraven,77,LB,Rare,1K,4,3,H \ M,79,60,78,79,73,64,"179cm | 5'10""
                                                                              Lean  (65kg)",65,433,2083
Jean Michaël Seri,77,CM,Non-Rare,1.4K,3,4,M \ M,66,68,79,79,69,65,"171cm | 5'7""
                                                                              Average  (73kg)",12,426,2082
Gonçalo Paciência,77,ST,Non-Rare,0,4,4,M \ M,58,78,59,78,33,78,"184cm | 6'0""
                                                                              Average  (79kg)",-2,384,1887
Wendell,77,LB,Non-Rare,700,4,2,H \ M,74,49,73,78,72,72,"178cm | 5'10""
                                                                              Lean  (72kg)",21,418,2007
Alexander Sørloth,77,ST,Non-Rare,0,3,4,H \ M,75,77,66,70,36,83,"194cm | 6'4""
                                                                              High & Average  (90kg)",8,407,1914
Bartolomeu Quissanga,77,CB,Rare,4.6K,2,3,M \ H,78,37,50,65,79,73,"180cm | 5'11""
                                                                              Average  (77kg)",110,382,1730
Moses Simon,77,LM,Rare,1K,4,4,M \ M,92,71,67,82,36,64,"168cm | 5'6""
                                                                              Short & Lean-  (69kg)",228,412,1925
Álex Moreno,77,LB,Rare,1K,3,3,H \ M,89,60,71,77,70,64,"179cm | 5'10""
                                                                              Lean  (68kg)",142,431,2037
Islam Slimani,77,ST,Non-Rare,1.9K,2,3,H \ H,51,77,74,72,47,79,"188cm | 6'2""
                                                                              High & Average  (83kg)",24,400,1960
Pedro Henrique,77,CB,Non-Rare,7.9K,2,2,M \ H,44,42,45,57,79,83,"190cm | 6'3""
                                                                              High & Average  (88kg)",-7,350,1583
Diego Rico,77,LB,Non-Rare,700,3,2,M \ M,73,58,70,71,76,75,"183cm | 6'0""
                                                                              Average  (76kg)",18,423,2011
Jan Bednarek,77,CB,Non-Rare,650,2,3,M \ H,62,22,53,56,79,75,"189cm | 6'2""
                                                                              High & Average+  (77kg)",26,347,1595
Jaume,77,GK,Non-Rare,700,1,3,M \ M,77,76,75,79,58,76,"185cm | 6'1""
                                                                              High & Average+  (73kg)",8,441,1016
Saïd Benrahma,77,LW,Non-Rare,1.9K,4,4,H \ L,79,71,72,81,36,54,"172cm | 5'8""
                                                                              Average  (67kg)",81,393,1884
Harry Wilson,77,RM,Non-Rare,2.5K,3,3,H \ M,79,78,75,77,44,56,"173cm | 5'8""
                                                                              Lean  (70kg)",33,409,1984
Mariano Díaz Mejía,77,ST,Rare,2.1K,3,4,H \ M,79,80,61,73,45,79,"180cm | 5'11""
                                                                              Average  (76kg)",37,417,2016
Lucas Olaza,77,LB,Rare,1.4K,3,3,H \ M,76,71,74,74,73,70,"175cm | 5'9""
                                                                              Average  (68kg)",33,438,2109
Unai López,77,CM,Non-Rare,1K,3,3,H \ M,74,71,78,79,67,69,"170cm | 5'7""
                                                                              Short & Lean-  (70kg)",17,438,2089
Timothy Castagne,77,RM,Rare,1.1K,3,3,M \ H,82,57,71,75,76,68,"180cm | 5'11""
                                                                              Lean  (80kg)",69,429,1955
Otávio,77,CDM,Non-Rare,600,3,3,M \ H,61,53,66,73,78,76,"173cm | 5'8""
                                                                              Average  (72kg)",13,407,1939
Mario Pašalic,77,CM,Non-Rare,700,4,4,H \ M,63,71,75,76,67,75,"188cm | 6'2""
                                                                              High & Average+  (82kg)",16,427,2036
Jonas Omlin,77,GK,Non-Rare,600,1,4,M \ M,77,75,73,79,50,75,"189cm | 6'2""
                                                                              High & Average+  (80kg)",24,429,1025
Omar Al Soma,77,ST,Non-Rare,650,3,4,H \ L,69,79,69,72,39,80,"190cm | 6'3""
                                                                              High & Average  (86kg)",75,408,1962
Adam Marušic,77,RM,Rare,1K,3,4,H \ M,87,71,72,75,72,75,"185cm | 6'1""
                                                                              High & Average  (85kg)",97,452,2106
Sofyan Amrabat,77,CM,Rare,1K,3,2,M \ H,78,60,74,79,75,81,"185cm | 6'1""
                                                                              High & Average+  (70kg)",86,447,2095
Jarrod Bowen,77,RM,Non-Rare,650,4,3,H \ M,78,74,70,78,44,65,"175cm | 5'9""
                                                                              Average  (70kg)",34,409,1949
Fábio Martins,77,LW,Non-Rare,4.3K,4,3,H \ M,76,74,71,82,46,67,"178cm | 5'10""
                                                                              Lean  (70kg)",5,416,2029
Jérémie Boga,77,LM,Non-Rare,700,4,3,H \ L,84,73,72,82,37,63,"174cm | 5'9""
                                                                              Average  (72kg)",36,411,1934
Mason Holgate,77,CB,Non-Rare,700,3,3,M \ M,72,43,68,69,78,74,"184cm | 6'0""
                                                                              Lean  (75kg)",49,404,1886
Ellyes Skhiri,77,CDM,Non-Rare,600,3,3,M \ H,58,68,72,73,78,73,"185cm | 6'1""
                                                                              High & Average+  (73kg)",47,422,2036
Nadiem Amiri,77,CAM,Non-Rare,750,4,3,M \ M,69,69,78,82,56,65,"180cm | 5'11""
                                                                              Average  (73kg)",50,419,2012
Denis Bouanga,77,LM,Non-Rare,650,4,4,H \ M,80,76,73,79,37,67,"180cm | 5'11""
                                                                              Lean  (70kg)",20,412,1956
Emiliano Buendía,77,RM,Non-Rare,2.4K,4,4,H \ H,74,69,78,81,62,65,"172cm | 5'8""
                                                                              Stocky  (65kg)",62,429,2034
